location,city,country,parameter,value,latitude,longitude,num_records
Nipomo Mesa CDF,SAN LUIS OBISPO,US,pm10,35664,35.04676,-120.58777,929
Nipomo Mesa CDF,SAN LUIS OBISPO,US,pm25,9460,35.04676,-120.58777,961
Maple Ridge,BRITISH COLUMBIA,CA,o3,26.469,49.215,-122.58194,962
Hope,BRITISH COLUMBIA,CA,o3,23.539,49.36972,-121.49944,981
Pitt Meadows,BRITISH COLUMBIA,CA,o3,23.395,49.24528,-122.70889,986
Vancouver Airport,BRITISH COLUMBIA,CA,o3,22.042,49.18639,-123.15222,1001
Coquitlam,BRITISH COLUMBIA,CA,o3,21.588,49.28806,-122.79139,947
Mahon Park,BRITISH COLUMBIA,CA,o3,23.12,49.323891,-123.083611,996
Richmond South,BRITISH COLUMBIA,CA,o3,24.06,49.14139,-123.10833,992
Surrey East,BRITISH COLUMBIA,CA,o3,29.002,49.13278,-122.69417,986
North Delta,BRITISH COLUMBIA,CA,pm25,3748.7,49.15833,-122.90167,1005
North Delta,BRITISH COLUMBIA,CA,o3,25.426,49.15833,-122.90167,987
Redwash,UINTAH,US,o3,21.098,40.204433,-109.35321,507
Redwash,UINTAH,US,no2,0.413,40.204433,-109.35321,509
Ouray,UINTAH,US,o3,22.88,40.054848,-109.68737,577
Ouray,UINTAH,US,no2,0.821,40.054848,-109.68737,577
Whiterocks,UINTAH,US,no2,0.709,40.483799,-109.906197,959
Whiterocks,UINTAH,US,o3,41.565,40.483799,-109.906197,943
Myton,DUCHESNE,US,no2,1.245,40.2169,-110.182297,943
Myton,DUCHESNE,US,o3,40.463,40.2169,-110.182297,953
Mira Loma - Van Bure,Riverside-San Bernardino-Ontario,US,pm10,35311,33.996387,-117.4925,815
Mira Loma - Van Bure,Riverside-San Bernardino-Ontario,US,pm25,12814,33.996387,-117.4925,938
Mira Loma - Van Bure,Riverside-San Bernardino-Ontario,US,o3,29.964,33.996387,-117.4925,941
Ft. Collins - CSU Fa,LARIMER,US,pm10,5979,40.571259,-105.079765,649
Ft. Collins - CSU Fa,LARIMER,US,pm25,2901.1,40.571259,-105.079765,730
Aurora East,ARAPAHOE,US,o3,28.894,39.638542,-104.569061,662
Compton,Los Angeles-Long Beach-Santa Ana,US,o3,26.62,33.9014,-118.205,845
Aspen Park,Denver-Aurora,US,o3,40.744,39.5415,-105.2984,958
ALBA,Joplin,US,o3,33.622,37.2385,-94.42468,887
NWBLMFLD,Jefferson City,US,o3,8.429,38.706,-92.093,252
SAVANNAH,ANDREW,US,o3,8.435,39.954399,-94.849007,256
FGRLAKES,Columbia,US,o3,30.849,39.07803,-92.316322,869
Cortez Ozone,MONTEZUMA,US,o3,25.499,37.34997,-108.58737,735
Palisade Ozone,Grand Junction,US,o3,29.661,39.1306,-108.3139,738
Rifle Ozone,GARFIELD,US,o3,19.329,39.541801,-107.784103,609
CARL,Harrisburg-Carlisle,US,pm25,8006.7,40.2464,-77.1867,855
Carrizo,San Luis Obispo-Paso Robles,US,o3,30.245,35.35474,-120.04013,911
Redhills/Shandon,San Luis Obispo-Paso Robles,US,o3,39.485,35.64366,-120.23134,915
Rifle Particulate,GARFIELD,US,pm25,124.4,39.531799,-107.782303,32
46th and Farnam,Omaha-Council Bluffs,US,pm10,16240,41.257317,-95.983831,1026
Colorado Springs - H,Colorado Springs,US,co,275.4,38.830895,-104.839243,966
KUT2,BERKS,US,o3,27.476,40.51408,-75.789703,908
YOR1,York-Hanover,US,o3,36.023,39.8608,-76.4619,930
Madisonville,New Orleans-Metairie-Kenner,US,pm25,5281,30.4293,-90.1997,868
Madisonville,New Orleans-Metairie-Kenner,US,o3,28,30.4293,-90.1997,857
LAN1,Lancaster,US,o3,28.554,40.0439,-76.1125,909
LAN1,Lancaster,US,pm25,7432.2,40.0439,-76.1125,922
Fellows Lake,GREENE,US,o3,8.926,37.31951,-93.204635,252
PUBLIC HEALTH 4,Cedar Rapids,US,pm25,7056,41.97677,-91.68766,1018
Bonner Lake,ONTARIO,CA,o3,31.454,49.3864,-82.1214,827
PUBLIC HEALTH,Cedar Rapids,US,so2,0.595,41.9767,-91.6878,965
PUBLIC HEALTH,Cedar Rapids,US,co,223.24,41.9767,-91.6878,921
PUBLIC HEALTH,Cedar Rapids,US,pm25,8809,41.9767,-91.6878,1017
Lawton North,Lawton,US,pm25,5886.5,34.632999,-98.428802,966
Lawton North,Lawton,US,o3,35.35,34.632999,-98.428802,1011
REA3,Reading,US,pm25,3172.6,40.3833,-75.9686,362
REA3,Reading,US,o3,29.376,40.3833,-75.9686,920
Santa Fe Airport,Santa Fe,US,pm25,2069,35.6198,-106.0797,998
Santa Fe Airport,Santa Fe,US,o3,40.879,35.6198,-106.0797,983
Chalmette Vista,New Orleans-Metairie-Kenner,US,so2,0.901,29.9431,-89.9761,226
Chalmette Vista,New Orleans-Metairie-Kenner,US,pm25,1665,29.9431,-89.9761,228
High School,Phoenix-Mesa-Scottsdale,US,pm10,35418,33.507999,-111.837799,917
High School,Phoenix-Mesa-Scottsdale,US,o3,34.549,33.507999,-111.837799,920
LEHI,Phoenix-Mesa-Scottsdale,US,o3,39.63,33.474499,-111.805099,1012
Lauritzen Farm,Omaha-Council Bluffs,US,pm10,28268,40.873299,-96.183403,984
Grand Junction - Pow,Grand Junction,US,pm25,3361.7,39.063599,-108.561096,947
Grand Junction - Pow,Grand Junction,US,pm10,9132,39.063599,-108.561096,945
Longmont,Boulder,US,pm25,5469.5,40.164585,-105.100861,943
2LL Los Lunas,Albuquerque,US,o3,37.714,34.8147,-106.7397,996
1NL Navajo Lake,Farmington,US,o3,37.435,36.8097,-107.6517,980
LLCHD BAM,Lincoln,US,pm25,11744,40.8125,-96.683098,984
Fort Collins - West,Fort Collins-Loveland,US,o3,39.977,40.59254,-105.1411,954
DETROIT - W LAFAYETT,Detroit-Warren-Livonia,US,pm25,9357.3,42.3231,-83.0689,888
DETROIT - SOUTHWEST,Detroit-Warren-Livonia,US,so2,1.917,42.3042,-83.1072,817
Pocono,East Stroudsburg,US,o3,34.899,41.083099,-75.3283,904
Pocono,East Stroudsburg,US,pm25,4490.5,41.083099,-75.3283,828
Grand Portage,COOK,US,pm25,4640,47.9721,-89.6908,996
CARTHAGE,Joplin,US,pm10,6205,37.198286,-94.317246,252
Sunrise Acres,Las Vegas-Paradise,US,no2,11.432,36.163958,-115.113917,843
Sunrise Acres,Las Vegas-Paradise,US,pm10,17549,36.163958,-115.113917,852
Sunrise Acres,Las Vegas-Paradise,US,pm25,7670.5,36.163958,-115.113917,890
Burdens Creek,Durham,US,so2,0.25,35.889402,-78.8747,750
Burdens Creek,Durham,US,co,160.16,35.889402,-78.8747,858
Burdens Creek,Durham,US,no2,3.113,35.889402,-78.8747,857
Burdens Creek,Durham,US,pm10,7841,35.889402,-78.8747,894
Burdens Creek,Durham,US,pm25,6352,35.889402,-78.8747,873
Burdens Creek,Durham,US,o3,28.304,35.889402,-78.8747,757
Senior Center,Phoenix-Mesa-Scottsdale,US,pm10,32827,33.4883,-111.855003,993
Senior Center,Phoenix-Mesa-Scottsdale,US,o3,37.059,33.4883,-111.855003,1006
Red Mountain,Phoenix-Mesa-Scottsdale,US,o3,40.988,33.5079,-111.754601,1004
Pickle Lake,ONTARIO,CA,o3,35.263,54.4494,-90.2175,862
Mingan,QUEBEC,CA,o3,32.517,50.7667,-64.2167,860
Chapais,QUEBEC,CA,o3,30.749,49.8222,-74.9764,795
Goose Bay,NEWFOUNDLAND,CA,o3,35.576,53.3047,-60.3644,961
WAVELAND,Gulfport-Biloxi,US,o3,32.043,30.3008,-89.395798,915
Marshall,Marshall,US,pm25,5210,44.4572,-95.835,978
MICMAC,AROOSTOOK,US,so2,0.368,46.6964,-68.033096,978
MICMAC,AROOSTOOK,US,co,175.91,46.6964,-68.033096,978
MICMAC,AROOSTOOK,US,no2,1.892,46.6964,-68.033096,978
MICMAC,AROOSTOOK,US,pm25,5351.4,46.6964,-68.033096,1022
MICMAC,AROOSTOOK,US,o3,35.784,46.6964,-68.033096,981
Detroit Lakes,BECKER,US,pm25,6065,46.8511,-95.8467,1001
Foley,St. Louis,US,o3,33.789,39.044701,-90.8647,892
Strongtown,Indiana,US,o3,35.935,40.5633,-78.92,804
Brawley - 220 Main S,El Centro,US,pm10,66035,32.978298,-115.5383,1020
Muskogee,Muskogee,US,pm10,21135,35.792801,-95.301903,1010
Muskogee,Muskogee,US,so2,1.648,35.792801,-95.301903,1008
Hobbs Jefferson,Hobbs,US,o3,38.499,32.7267,-103.1233,992
LAX-Hastings,Los Angeles-Long Beach-Santa Ana,US,o3,34.657,33.9517,-118.4389,931
Solano Drive,Las Cruces,US,o3,38.841,32.3169,-106.7669,995
Chatfield Park - 115,Denver-Aurora,US,o3,40.397,39.5339,-105.07,963
Manitou Springs,Colorado Springs,US,o3,41.171,38.853097,-104.901286,965
Duluth-WDSE,Duluth,US,o3,35.545,46.8183,-92.0892,1005
Trimble,Kansas City,US,o3,8.818,39.530602,-94.555801,255
Thibodaux,Houma-Bayou Cane-Thibodaux,US,pm25,5249.9,29.7639,-90.7653,990
Thibodaux,Houma-Bayou Cane-Thibodaux,US,o3,30.822,29.7639,-90.7653,960
Nipomo RP,San Luis Obispo-Paso Robles,US,pm10,20772,35.0315,-120.50101,886
Nipomo RP,San Luis Obispo-Paso Robles,US,o3,31.485,35.0315,-120.50101,917
Nipomo RP,San Luis Obispo-Paso Robles,US,no2,1.733,35.0315,-120.50101,878
Niland - English Roa,El Centro,US,pm10,57174,33.2136,-115.5444,1008
Niland - English Roa,El Centro,US,pm25,13237,33.2136,-115.5444,991
Niland - English Roa,El Centro,US,o3,31.256,33.2136,-115.5444,960
Burlington,Burlington-South Burlington,US,pm25,4743.5,44.476101,-73.210297,1019
Burlington,Burlington-South Burlington,US,co,211.18,44.476101,-73.210297,967
Burlington,Burlington-South Burlington,US,no2,5.736,44.476101,-73.210297,967
Oakridge - Willamett,Eugene-Springfield,US,pm25,4918.5,43.74436,-122.480506,1003
Carville,Baton Rouge,US,o3,33.674,30.1975,-91.1283,981
CARPENTER,Des Moines,US,pm25,8427,41.6031,-93.643303,1010
Saturna,BRITISH COLUMBIA,CA,o3,31.491,48.7833,-123.1333,898
Greeley Hospital,Greeley,US,pm25,6034.4,40.4147,-104.7061,887
Troost,Kansas City,US,so2,0.603,39.104698,-94.570602,254
Troost,Kansas City,US,no2,3.169,39.104698,-94.570602,255
Troost,Kansas City,US,pm25,1580.4,39.104698,-94.570602,245
GreenValley,Las Vegas-Paradise,US,pm10,16328,36.048739,-115.052881,907
GreenValley,Las Vegas-Paradise,US,pm25,5892.5,36.048739,-115.052881,895
GreenValley,Las Vegas-Paradise,US,o3,34.501,36.048739,-115.052881,924
Geronimo,Tucson,US,pm25,4109.7,32.25,-110.9667,957
DEARBORN,Detroit-Warren-Livonia,US,pm10,18953,42.3075,-83.15,885
DEARBORN,Detroit-Warren-Livonia,US,pm25,8000.2,42.3075,-83.15,888
Mannford,Tulsa,US,o3,34.526,36.1053,-96.3608,918
Walters,COTTON,US,o3,35.228,34.346901,-98.307503,1012
MOUNDSVILLE,Wheeling,US,pm25,4464.7,39.9158,-80.7342,676
Rochester,Rochester,US,pm25,3122,43.9947,-92.4497,532
Rochester,Rochester,US,so2,0.343,43.9947,-92.4497,1009
St. Cloud,Minneapolis-St. Paul-Bloomington,US,pm25,6638,45.55,-94.1333,1011
